"","Number.of.Fish","Ave.time.to.drive","No.drivers","Total.trips","Est.mort.rate"
"795",800,90,5,NA,NA
"796",800,120,1,NA,NA
"797",800,120,2,NA,NA
"798",800,120,3,NA,NA
"799",800,120,4,NA,NA
"800",800,120,5,NA,NA
"801",820,30,1,NA,NA
"802",820,30,2,NA,NA
"803",820,30,3,NA,NA
"804",820,30,4,12,0.0444057743860462
"805",820,30,5,20,0.0315596455755872
"806",820,60,1,NA,NA
"807",820,60,2,NA,NA
"808",820,60,3,NA,NA
"809",820,60,4,NA,NA
"810",820,60,5,NA,NA
"811",820,90,1,NA,NA
"812",820,90,2,NA,NA
"813",820,90,3,NA,NA
"814",820,90,4,NA,NA
"815",820,90,5,NA,NA
"816",820,120,1,NA,NA
"817",820,120,2,NA,NA
"818",820,120,3,NA,NA
"819",820,120,4,NA,NA
"820",820,120,5,NA,NA
"821",840,30,1,NA,NA
"822",840,30,2,NA,NA
"823",840,30,3,NA,NA
"824",840,30,4,12,0.0477055569839252
"825",840,30,5,15,0.0477055569839252
"826",840,60,1,NA,NA
"827",840,60,2,NA,NA
"828",840,60,3,NA,NA
"829",840,60,4,NA,NA
"830",840,60,5,NA,NA
"831",840,90,1,NA,NA
"832",840,90,2,NA,NA
"833",840,90,3,NA,NA
"834",840,90,4,NA,NA
"835",840,90,5,NA,NA
"836",840,120,1,NA,NA
"837",840,120,2,NA,NA
"838",840,120,3,NA,NA
"839",840,120,4,NA,NA
"840",840,120,5,NA,NA
"841",860,30,1,NA,NA
"842",860,30,2,NA,NA
"843",860,30,3,NA,NA
"844",860,30,4,NA,NA
"845",860,30,5,NA,NA
"846",860,60,1,NA,NA
"847",860,60,2,NA,NA
"848",860,60,3,NA,NA
"849",860,60,4,NA,NA
"850",860,60,5,NA,NA
"851",860,90,1,NA,NA
"852",860,90,2,NA,NA
"853",860,90,3,NA,NA
"854",860,90,4,NA,NA
"855",860,90,5,NA,NA
"856",860,120,1,NA,NA
"857",860,120,2,NA,NA
"858",860,120,3,NA,NA
"859",860,120,4,NA,NA
"860",860,120,5,NA,NA
"861",880,30,1,NA,NA
"862",880,30,2,NA,NA
"863",880,30,3,NA,NA
"864",880,30,4,NA,NA
"865",880,30,5,NA,NA
"866",880,60,1,NA,NA
"867",880,60,2,NA,NA
"868",880,60,3,NA,NA
"869",880,60,4,NA,NA
"870",880,60,5,NA,NA
"871",880,90,1,NA,NA
"872",880,90,2,NA,NA
"873",880,90,3,NA,NA
"874",880,90,4,NA,NA
"875",880,90,5,NA,NA
"876",880,120,1,NA,NA
"877",880,120,2,NA,NA
"878",880,120,3,NA,NA
"879",880,120,4,NA,NA
"880",880,120,5,NA,NA
"881",900,30,1,NA,NA
"882",900,30,2,NA,NA
"883",900,30,3,NA,NA
"884",900,30,4,NA,NA
"885",900,30,5,NA,NA
"886",900,60,1,NA,NA
"887",900,60,2,NA,NA
"888",900,60,3,NA,NA
"889",900,60,4,NA,NA
"890",900,60,5,NA,NA
"891",900,90,1,NA,NA
"892",900,90,2,NA,NA
"893",900,90,3,NA,NA
"894",900,90,4,NA,NA
"895",900,90,5,NA,NA
"896",900,120,1,NA,NA
"897",900,120,2,NA,NA
"898",900,120,3,NA,NA
"899",900,120,4,NA,NA
"900",900,120,5,NA,NA
"901",920,30,1,NA,NA
"902",920,30,2,NA,NA
"903",920,30,3,NA,NA
"904",920,30,4,NA,NA
"905",920,30,5,NA,NA
"906",920,60,1,NA,NA
"907",920,60,2,NA,NA
"908",920,60,3,NA,NA
"909",920,60,4,NA,NA
"910",920,60,5,NA,NA
"911",920,90,1,NA,NA
"912",920,90,2,NA,NA
"913",920,90,3,NA,NA
"914",920,90,4,NA,NA
"915",920,90,5,NA,NA
"916",920,120,1,NA,NA
"917",920,120,2,NA,NA
"918",920,120,3,NA,NA
"919",920,120,4,NA,NA
"920",920,120,5,NA,NA
"921",940,30,1,NA,NA
"922",940,30,2,NA,NA
"923",940,30,3,NA,NA
"924",940,30,4,NA,NA
"925",940,30,5,NA,NA
"926",940,60,1,NA,NA
"927",940,60,2,NA,NA
"928",940,60,3,NA,NA
"929",940,60,4,NA,NA
"930",940,60,5,NA,NA
"931",940,90,1,NA,NA
"932",940,90,2,NA,NA
"933",940,90,3,NA,NA
"934",940,90,4,NA,NA
"935",940,90,5,NA,NA
"936",940,120,1,NA,NA
"937",940,120,2,NA,NA
"938",940,120,3,NA,NA
"939",940,120,4,NA,NA
"940",940,120,5,NA,NA
"941",960,30,1,NA,NA
"942",960,30,2,NA,NA
"943",960,30,3,NA,NA
"944",960,30,4,NA,NA
"945",960,30,5,NA,NA
"946",960,60,1,NA,NA
"947",960,60,2,NA,NA
"948",960,60,3,NA,NA
"949",960,60,4,NA,NA
"950",960,60,5,NA,NA
"951",960,90,1,NA,NA
"952",960,90,2,NA,NA
"953",960,90,3,NA,NA
"954",960,90,4,NA,NA
"955",960,90,5,NA,NA
"956",960,120,1,NA,NA
"957",960,120,2,NA,NA
"958",960,120,3,NA,NA
"959",960,120,4,NA,NA
"960",960,120,5,NA,NA
"961",980,30,1,NA,NA
"962",980,30,2,NA,NA
"963",980,30,3,NA,NA
"964",980,30,4,NA,NA
"965",980,30,5,NA,NA
"966",980,60,1,NA,NA
"967",980,60,2,NA,NA
"968",980,60,3,NA,NA
"969",980,60,4,NA,NA
"970",980,60,5,NA,NA
"971",980,90,1,NA,NA
"972",980,90,2,NA,NA
"973",980,90,3,NA,NA
"974",980,90,4,NA,NA
"975",980,90,5,NA,NA
"976",980,120,1,NA,NA
"977",980,120,2,NA,NA
"978",980,120,3,NA,NA
"979",980,120,4,NA,NA
"980",980,120,5,NA,NA
"981",1000,30,1,NA,NA
"982",1000,30,2,NA,NA
"983",1000,30,3,NA,NA
"984",1000,30,4,NA,NA
"985",1000,30,5,NA,NA
"986",1000,60,1,NA,NA
"987",1000,60,2,NA,NA
"988",1000,60,3,NA,NA
"989",1000,60,4,NA,NA
"990",1000,60,5,NA,NA
"991",1000,90,1,NA,NA
"992",1000,90,2,NA,NA
"993",1000,90,3,NA,NA
"994",1000,90,4,NA,NA
"995",1000,90,5,NA,NA
"996",1000,120,1,NA,NA
"997",1000,120,2,NA,NA
"998",1000,120,3,NA,NA
"999",1000,120,4,NA,NA
"1000",1000,120,5,NA,NA
